 0.0 	 0.0 	25.0	0.1182 	0.7238 	0.0291 	0.1289 	0.8527 	0.6372	0.04439	0.04507	0.05101	0.05174	0.08267	0.08401	0.08962	0.09102	0.17245	0.17510	0.20922	0.25696	0.26120	0.29787	
 5.0 	 0.0 	25.0	0.1261 	0.7275 	0.0241 	0.1222 	0.8498 	0.6486	0.04498	0.04566	0.05201	0.05276	0.08343	0.08478	0.09080	0.09221	0.17618	0.17890	0.21501	0.26101	0.26533	0.30398	
10.0 	 0.0 	25.0	0.1357 	0.7314 	0.0208 	0.1121 	0.8435 	0.6705	0.04565	0.04634	0.05319	0.05395	0.08428	0.08562	0.09214	0.09356	0.18061	0.18343	0.22200	0.26572	0.27013	0.31124	
20.0 	 0.0 	25.0	0.1584 	0.7551 	0.0129 	0.0736 	0.8287 	0.7061	0.04798	0.04871	0.05673	0.05759	0.08776	0.08913	0.09684	0.09834	0.19406	0.19733	0.24200	0.28145	0.28631	0.33356	
21.0 	 0.0 	25.0	0.1612 	0.7607 	0.0116 	0.0665 	0.8272 	0.7085	0.04841	0.04915	0.05731	0.05819	0.08847	0.08984	0.09769	0.09921	0.19626	0.19961	0.24509	0.28421	0.28916	0.33722	
22.0 	 0.0 	25.0	0.1643 	0.7678 	0.0101 	0.0578 	0.8256 	0.7108	0.04892	0.04968	0.05800	0.05890	0.08933	0.09072	0.09873	0.10027	0.19885	0.20232	0.24867	0.28752	0.29259	0.34154	
23.0 	 0.0 	25.0	0.1678 	0.7772 	0.0082 	0.0468 	0.8240 	0.7129	0.04958	0.05035	0.05885	0.05978	0.09046	0.09186	0.10005	0.10162	0.20206	0.20568	0.25305	0.29169	0.29691	0.34690	
24.0 	 0.0 	25.0	0.1721 	0.7910 	0.0055 	0.0313 	0.8223 	0.7149	0.05050	0.05129	0.06000	0.06098	0.09206	0.09348	0.10189	0.10351	0.20642	0.21025	0.25889	0.29745	0.30290	0.35417	
25.0 	 0.0 	25.0	0.1794 	0.8206 	0.0000 	0.0000 	0.8206 	0.7167	0.05237	0.05321	0.06227	0.06335	0.09541	0.09688	0.10564	0.10737	0.21501	0.21929	0.27014	0.30907	0.31499	0.36850	
26.0 	 0.0 	25.0	0.1725 	0.7904 	0.0086 	0.0285 	0.8189 	0.7183	0.05049	0.05127	0.06001	0.06099	0.09201	0.09343	0.10187	0.10348	0.20652	0.21036	0.25919	0.29748	0.30293	0.35440	
27.0 	 0.0 	25.0	0.1689 	0.7755 	0.0140 	0.0416 	0.8171 	0.7198	0.04955	0.05031	0.05888	0.05981	0.09033	0.09172	0.09999	0.10155	0.20233	0.20596	0.25379	0.29176	0.29699	0.34745	
28.0 	 0.0 	25.0	0.1663 	0.7646 	0.0184 	0.0507 	0.8153 	0.7212	0.04886	0.04961	0.05806	0.05896	0.08910	0.09047	0.09862	0.10015	0.19931	0.20281	0.24993	0.28762	0.29271	0.34247	
29.0 	 0.0 	25.0	0.1643 	0.7559 	0.0223 	0.0575 	0.8134 	0.7224	0.04832	0.04905	0.05741	0.05828	0.08811	0.08947	0.09753	0.09903	0.19694	0.20033	0.24693	0.28436	0.28933	0.33856	
30.0 	 0.0 	25.0	0.1627 	0.7485 	0.0258 	0.0630 	0.8115 	0.7235	0.04786	0.04859	0.05687	0.05772	0.08728	0.08862	0.09662	0.09810	0.19499	0.19830	0.24449	0.28165	0.28652	0.33535	
31.0 	 0.0 	25.0	0.1614 	0.7420 	0.0291 	0.0675 	0.8095 	0.7245	0.04747	0.04818	0.05640	0.05724	0.08656	0.08789	0.09582	0.09729	0.19334	0.19657	0.24244	0.27933	0.28412	0.33264	
32.0 	 0.0 	25.0	0.1603 	0.7362 	0.0322 	0.0713 	0.8075 	0.7254	0.04712	0.04782	0.05600	0.05682	0.08591	0.08723	0.09512	0.09657	0.19190	0.19508	0.24069	0.27729	0.28203	0.33029	
33.0 	 0.0 	25.0	0.1594 	0.7308 	0.0352 	0.0746 	0.8054 	0.7261	0.04680	0.04750	0.05564	0.05645	0.08532	0.08664	0.09449	0.09593	0.19064	0.19376	0.23917	0.27548	0.28016	0.32823	
34.0 	 0.0 	25.0	0.1587 	0.7258 	0.0381 	0.0774 	0.8032 	0.7267	0.04651	0.04720	0.05531	0.05611	0.08478	0.08609	0.09392	0.09534	0.18951	0.19259	0.23785	0.27385	0.27847	0.32640	
35.0 	 0.0 	25.0	0.1581 	0.7211 	0.0409 	0.0798 	0.8009 	0.7273	0.04624	0.04693	0.05502	0.05581	0.08427	0.08557	0.09338	0.09479	0.18850	0.19154	0.23669	0.27236	0.27694	0.32476	
36.0 	 0.0 	25.0	0.1577 	0.7166 	0.0437 	0.0820 	0.7986 	0.7277	0.04599	0.04667	0.05475	0.05553	0.08379	0.08509	0.09288	0.09428	0.18759	0.19059	0.23566	0.27098	0.27552	0.32328	
37.0 	 0.0 	25.0	0.1573 	0.7123 	0.0465 	0.0839 	0.7962 	0.7280	0.04576	0.04643	0.05450	0.05527	0.08334	0.08462	0.09241	0.09380	0.18675	0.18973	0.23475	0.26971	0.27422	0.32194	
38.0 	 0.0 	25.0	0.1571 	0.7081 	0.0492 	0.0856 	0.7937 	0.7282	0.04553	0.04620	0.05426	0.05503	0.08290	0.08418	0.09197	0.09335	0.18599	0.18893	0.23394	0.26852	0.27299	0.32071	
39.0 	 0.0 	25.0	0.1569 	0.7040 	0.0519 	0.0871 	0.7911 	0.7284	0.04532	0.04599	0.05405	0.05480	0.08248	0.08375	0.09154	0.09291	0.18529	0.18821	0.23323	0.26741	0.27185	0.31960	
40.0 	 0.0 	25.0	0.1569 	0.7000 	0.0547 	0.0885 	0.7884 	0.7284	0.04511	0.04578	0.05384	0.05459	0.08207	0.08333	0.09114	0.09250	0.18464	0.18754	0.23261	0.26635	0.27077	0.31858	
41.0 	 0.0 	25.0	0.1570 	0.6960 	0.0574 	0.0896 	0.7856 	0.7283	0.04492	0.04557	0.05365	0.05440	0.08167	0.08292	0.09074	0.09210	0.18404	0.18692	0.23206	0.26536	0.26975	0.31764	
42.0 	 0.0 	25.0	0.1571 	0.6921 	0.0601 	0.0907 	0.7827 	0.7281	0.04472	0.04538	0.05347	0.05421	0.08127	0.08252	0.09036	0.09171	0.18349	0.18635	0.23159	0.26441	0.26878	0.31678	
43.0 	 0.0 	25.0	0.1573 	0.6881 	0.0629 	0.0916 	0.7797 	0.7278	0.04454	0.04519	0.05330	0.05404	0.08088	0.08213	0.08999	0.09133	0.18299	0.18582	0.23119	0.26351	0.26785	0.31600	
44.0 	 0.0 	25.0	0.1577 	0.6841 	0.0657 	0.0925 	0.7766 	0.7275	0.04435	0.04500	0.05314	0.05387	0.08050	0.08174	0.08963	0.09096	0.18252	0.18534	0.23085	0.26264	0.26696	0.31528	
45.0 	 0.0 	25.0	0.1581 	0.6802 	0.0686 	0.0932 	0.7733 	0.7270	0.04417	0.04482	0.05299	0.05371	0.08011	0.08135	0.08927	0.09060	0.18208	0.18489	0.23058	0.26181	0.26611	0.31462	
46.0 	 0.0 	25.0	0.1586 	0.6762 	0.0715 	0.0938 	0.7700 	0.7264	0.04399	0.04464	0.05284	0.05356	0.07973	0.08096	0.08892	0.09024	0.18168	0.18447	0.23037	0.26101	0.26529	0.31403	
47.0 	 0.0 	25.0	0.1592 	0.6721 	0.0744 	0.0943 	0.7664 	0.7257	0.04382	0.04446	0.05270	0.05342	0.07935	0.08057	0.08858	0.08989	0.18132	0.18410	0.23022	0.26024	0.26450	0.31349	
48.0 	 0.0 	25.0	0.1599 	0.6679 	0.0774 	0.0948 	0.7627 	0.7249	0.04365	0.04428	0.05257	0.05328	0.07896	0.08018	0.08824	0.08954	0.18098	0.18375	0.23013	0.25949	0.26374	0.31300	
49.0 	 0.0 	25.0	0.1607 	0.6637 	0.0805 	0.0951 	0.7589 	0.7240	0.04347	0.04410	0.05245	0.05315	0.07857	0.07978	0.08790	0.08919	0.18068	0.18343	0.23010	0.25877	0.26300	0.31257	
50.0 	 0.0 	25.0	0.1615 	0.6594 	0.0836 	0.0954 	0.7549 	0.7230	0.04330	0.04393	0.05233	0.05303	0.07818	0.07938	0.08756	0.08885	0.18040	0.18315	0.23013	0.25807	0.26229	0.31219	
51.0 	 0.0 	25.0	0.1625 	0.6550 	0.0868 	0.0956 	0.7507 	0.7219	0.04313	0.04375	0.05222	0.05291	0.07778	0.07898	0.08722	0.08850	0.18016	0.18289	0.23021	0.25739	0.26159	0.31187	
